Tên SP,Nhà sản xuất,Model,Kết nối,Kích thước,Loại switch,Cân nặng,Giá(đ)
Bàn phím cơ AKKO 3108 RF Dragon Ball Z – Goku Akko V3 Cream Yellow switch,AKKO,3108,có dây,440.0,yellow,1200.0,1789000 
Bàn phím cơ E-DRA EK314W Wireless Red switch,E-DRA,3087,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,479000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless Box White switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,white,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless Box White switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,white,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless NAT Style switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,brown,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless Box White switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,white,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless NAT Style switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,pink,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless Starry Sky switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,silver,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless NAT Style switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,black,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless Starry Sky switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,cherry,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless Starry Sky switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,blue,1500.0,3099000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Black & Cyan Akko CS Wine Red switch,AKKO,5075B,có dây,335.0,red,1100.0,2089000 
Bàn phím cơ AKKO MonsGeek MG108 Doll of Princess Akko V3 Cream Yellow switch,AKKO,MonsGeek,có dây,445.0,yellow,1150.0,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Doll of Princess Akko V3 Cream Blue switch,AKKO,MonsGeek,có dây,445.0,blue,1150.0,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Pink Akko V3 Cream Yellow switch,AKKO,MonsGeek,có dây,445.0,yellow,1150.0,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Pink Akko V3 Cream Blue switch,AKKO,MonsGeek,có dây,445.0,blue,1150.0,1289000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS Jelly Pink switch,AKKO,3068B,có dây,316.0,pink,640.0,1789000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS Jelly Purple switch,AKKO,3068B,có dây,316.0,red,640.0,1789000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless Kailh Box Red switch,FL-Esports,FL100,không dây,358.07547169811323,red,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless FLCMMK Ice Violet switch,FL-Esports,FL100,không dây,358.07547169811323,green,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Blue switch,FL-Esports,FL100,không dây,358.07547169811323,blue,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Violet switch,FL-Esports,FL100,không dây,358.07547169811323,silver,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Blue switch,FL-Esports,FL100,không dây,358.07547169811323,blue,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Violet switch,FL-Esports,FL100,không dây,358.07547169811323,cherry,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,2089000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh MX Cool Mint switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3489000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh Box Tropical Forest switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3489000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Cool Mint Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Cool Mint Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart FLCMMK Cercis switch,FL-Esports,CMK87,không dây,358.07547169811323,cherry,1013.0098039215686,3589000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh MX Cool Mint switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3589000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Polar Night Black Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Polar Night Black Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box Cool Mint switch,FL-Esports,CMK87,không dây,358.07547169811323,cherry,1013.0098039215686,3489000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box Brown switch,FL-Esports,CMK87,không dây,358.07547169811323,brown,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh Box Marshmallow switch,FL-Esports,CMK87,không dây,358.07547169811323,cherry,1013.0098039215686,3199000 
Bàn phím cơ AKKO 3108 RF Ocean Star Wireless Akko CS Haze Pink switch,AKKO,3108,có dây,440.0,pink,1200.0,1489000 
Bàn phím cơ AKKO MOD007 PC Orange on Black Akko CS Piano switch,AKKO,H87S,có dây,333.0,pink,1000.0,2389000 
Bàn phím cơ FL-Esports FL750 Polar Night 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,FL750,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Gateron Pro White switch,FL-Esports,FL750,có dây,358.07547169811323,white,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh Box V2 Brown switch,FL-Esports,FL750,có dây,358.07547169811323,brown,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 Metal Heart 3 Mode Gasket Mount Gateron Pro White switch,FL-Esports,FL750,không dây,358.07547169811323,white,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,FL750,không dây,358.07547169811323,red,1013.0098039215686,2189000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Blue Haze Kailh Box Rosa switch,FL-Esports,3068B,vừa có dây vừa không dây,358.07547169811323,cherry,1013.0098039215686,2599000 
Bàn phím Rapoo V500 Pro 87 Multi Mode Wireless Brown switch,Rapoo,V500,không dây,358.07547169811323,brown,1013.0098039215686,699000 
Bàn phím Rapoo V500 Pro 87 Multi Mode Wireless Red switch,Rapoo,V500,không dây,358.07547169811323,red,1013.0098039215686,699000 
Bàn phím Rapoo V500 Pro 87 Multi Mode Wireless Blue switch,Rapoo,V500,không dây,358.07547169811323,blue,1013.0098039215686,699000 
Bàn phím cơ FL-Esports GP87CP White Gray Gasket Mount Gateron Pro White switch,FL-Esports,GD108,không dây,358.07547169811323,white,1013.0098039215686,1499000 
Bàn phím Rapoo V500 Alloy Red switch,Rapoo,V500,có dây,358.07547169811323,red,1013.0098039215686,389000 
Bàn phím Rapoo V500 Alloy Brown switch,Rapoo,V500,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,389000 
Bàn phím cơ FL-Esports CMK98SA Graphite Green Kailh Box Cool Mint switch,FL-Esports,EK312,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,3599000 
Bàn phím cơ FL-Esports CMK98SA Graphite Green Kailh Box Deep Sea Silent switch,FL-Esports,FL100,không dây,358.07547169811323,green,1013.0098039215686,3599000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh Box Cool Mint switch,FL-Esports,FL750,có dây,358.07547169811323,yellow,1013.0098039215686,2589000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh MX Cool Mint switch,FL-Esports,FL750,không dây,358.07547169811323,white,1013.0098039215686,2489000 
Bàn phím cơ AKKO 3108 RF Ocean Star Wireless Akko V3 Cream Blue switch,AKKO,3108,có dây,440.0,blue,1200.0,1489000 
Bàn phím cơ AKKO 3087 RF Ocean Star Wireless Akko V3 Cream Blue switch,AKKO,3087,có dây,360.0,blue,950.0,1389000 
Bàn phím cơ DareU EK1280x Black Grey Optical switch,DareU,3098,không dây,358.07547169811323,yellow,1013.0098039215686,799000 
Bàn phím cơ Logitech G715 Aurora Wireless Linear switch,Logitech,EK87,không dây,358.07547169811323,brown,1013.0098039215686,3489000 
Bàn phím cơ Logitech G715 Aurora Wireless Tactile switch,Logitech,3087,không dây,358.07547169811323,black,1013.0098039215686,3489000 
Bàn phím cơ FL-Esports CMK99SAM 3 Mode Wireless Taichi TTC Gold Pink V2 switch,FL-Esports,EK384,không dây,358.07547169811323,green,1013.0098039215686,4099000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Marshmallow Kailh Box Red switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,red,1013.0098039215686,3749000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Marshmallow Kailh Box White switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,white,1013.0098039215686,3749000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Marshmallow Kailh Box V2 Brown switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,brown,1013.0098039215686,3749000 
Bàn phím cơ Corsair K100 RGB Midnight Gold OPX switch,Corsair,3087,có dây,358.07547169811323,pink,1013.0098039215686,6499000 
Bàn phím Rapoo V500 Pro Yellow Blue Blue switch,Rapoo,V500,có dây,358.07547169811323,blue,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Yellow Blue Brown switch,Rapoo,V500,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Yellow Blue Red switch,Rapoo,V500,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Pink White Blue switch,Rapoo,V500,không dây,358.07547169811323,blue,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Pink White Brown switch,Rapoo,V500,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Pink White Red switch,Rapoo,V500,có dây,358.07547169811323,red,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Cyan Blue Brown switch,Rapoo,V500,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Cyan Blue Red switch,Rapoo,V500,không dây,358.07547169811323,red,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Cyan Blue Blue switch,Rapoo,V500,vừa có dây vừa không dây,358.07547169811323,blue,1013.0098039215686,749000 
Bàn phím Rapoo V500 Pro Red switch,Rapoo,V500,không dây,434.0,red,1013.0098039215686,599000 
Bàn phím Rapoo V500 Pro Brown switch,Rapoo,V500,không dây,434.0,brown,1013.0098039215686,599000 
Bàn phím cơ Corsair K100 RGB OPX switch,Corsair,3098,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,5599000 
Bàn phím cơ Corsair K100 RGB Speed switch,Corsair,EK387L,vừa có dây vừa không dây,358.07547169811323,white,1013.0098039215686,5599000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap Silver switch,FL-Esports,FL680SAM,không dây,358.07547169811323,silver,1013.0098039215686,2099000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap Brown switch,FL-Esports,FL680SAM,không dây,358.07547169811323,brown,1013.0098039215686,2099000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap White switch,FL-Esports,FL680SAM,không dây,358.07547169811323,white,1013.0098039215686,2099000 
Bàn phím cơ Logitech G413 SE TKL,Logitech,EK75,không dây,358.07547169811323,silver,1013.0098039215686,1299000 
Bàn phím cơ Logitech G413 SE,Logitech,EK384,không dây,358.07547169811323,black,1013.0098039215686,1499000 
Bàn phím Rapoo V50S,Rapoo,GP75,không dây,358.07547169811323,silver,1013.0098039215686,329000 
Bàn phím cơ Fuhlen D87s RGB White Brown switch,Fuhlen,D87s,có dây,358.07547169811323,brown,1013.0098039215686,799000 
Bàn phím cơ Fuhlen D87s RGB White Blue switch,Fuhlen,D87s,vừa có dây vừa không dây,358.07547169811323,blue,1013.0098039215686,799000 
Bàn phím cơ Corsair K70 Pro Mini RGB Wireless Red switch,Corsair,K70,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,4489000 
Bàn phím Acer Predator Aethon 301 TKL,MSI,D87s,không dây,371.0,white,970.0,179000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Metal Heart Kailh Jellyfish switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,red,1013.0098039215686,3599000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Tropical Forest Kailh Box Red switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,red,1013.0098039215686,3499000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Tropical Forest Kailh MX Cool Mint switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,cherry,1013.0098039215686,3899000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Transparent Black Kailh MX Cool Mint switch,FL-Esports,EK384,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,3089000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Transparent White Kailh MX Cool Mint switch,FL-Esports,EK75,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,3089000 
Bàn phím cơ Fuhlen D87s RGB White Red switch,Fuhlen,D87s,không dây,358.07547169811323,red,1013.0098039215686,799000 
Bàn phím cơ Roccat Ryos MK TKL Pro Red switch,DareU,H95S,có dây,358.07547169811323,red,1013.0098039215686,2889000 
Bàn phím TORA KR04,TORA,3068B,vừa có dây vừa không dây,358.07547169811323,black,1013.0098039215686,299000 
Bàn phím cơ Realforce RGB,Realforce,EK368L,có dây,358.07547169811323,green,1013.0098039215686,5489000 
Bàn phím TORA KR05 - giả cơ,TORA,FL750,không dây,358.07547169811323,green,1013.0098039215686,299000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap Silver switch,FL-Esports,FL680SAM,không dây,358.07547169811323,silver,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap Brown switch,FL-Esports,FL680SAM,không dây,358.07547169811323,brown,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap Yellow switch,FL-Esports,FL680SAM,không dây,358.07547169811323,yellow,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap White switch,FL-Esports,FL680SAM,không dây,358.07547169811323,white,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap Silver switch,FL-Esports,FL680SAM,không dây,358.07547169811323,silver,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap Brown switch,FL-Esports,FL680SAM,không dây,358.07547169811323,brown,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap Yellow switch,FL-Esports,FL680SAM,không dây,358.07547169811323,yellow,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap Brown switch,FL-Esports,FL680SAM,không dây,358.07547169811323,brown,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap Yellow switch,FL-Esports,FL680SAM,không dây,358.07547169811323,yellow,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap White switch,FL-Esports,FL680SAM,không dây,358.07547169811323,white,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap Silver switch,FL-Esports,FL680SAM,không dây,358.07547169811323,silver,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap Brown switch,FL-Esports,FL680SAM,không dây,358.07547169811323,brown,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap Yellow switch,FL-Esports,FL680SAM,không dây,358.07547169811323,yellow,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap White switch,FL-Esports,FL680SAM,không dây,358.07547169811323,white,1013.0098039215686,2499000 
Bàn phím cơ FL-Esports GP108CP Blackish Green Gasket Mount Kailh Box White switch,FL-Esports,H95S,có dây,358.07547169811323,white,1013.0098039215686,2789000 
Bàn phím cơ FL-Esports GP108CP Blackish Green Gasket Mount Kailh Box Red switch,FL-Esports,H95S,không dây,358.07547169811323,red,1013.0098039215686,2789000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap White switch,FL-Esports,FL680SAM,không dây,358.07547169811323,white,1013.0098039215686,2299000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Azure Green Kailh Box Cool Mint switch,FL-Esports,EK384,vừa có dây vừa không dây,358.07547169811323,cherry,1013.0098039215686,3289000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Blue Haze Kailh Box Cool Mint switch,FL-Esports,EK375,vừa có dây vừa không dây,358.07547169811323,yellow,1013.0098039215686,3289000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Azure Green Kailh Box Rosa switch,FL-Esports,3068B,không dây,358.07547169811323,black,1013.0098039215686,3289000 
Bàn phím cơ AKKO 3098S One Piece Akko Silver switch,AKKO,D87s,có dây,382.0,silver,1100.0,2589000 
Bàn phim cơ IQUNIX OG80 Wormhole Wireless Cherry Red switch ,AOC,EK3104L,không dây,325.0,red,1013.0098039215686,4199000 
Bàn phim cơ IQUNIX ZX75 Gravity Wave Cherry Red switch ,NEWMEN,CMK98SAM,không dây,325.0,silver,1013.0098039215686,4699000 
Bàn phím cơ KEYCOOL KC84 RGB 3 Mode Red switch,KEYCOOL,3087,có dây,358.07547169811323,red,725.0,1489000 
Bàn phím cơ KEYCOOL KC84 RGB White 3 Mode Red switch,KEYCOOL,5075B,có dây,358.07547169811323,red,725.0,1489000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Metal Heart Kailh Deep Sea Silent switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,black,1013.0098039215686,3989000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Metal Heart Kailh Box Cool Mint switch,FL-Esports,CMK98SAM,không dây,358.07547169811323,yellow,1013.0098039215686,3989000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap Silver switch,FL-Esports,FL680SAM,không dây,358.07547169811323,silver,1013.0098039215686,2299000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap Yellow switch,FL-Esports,FL680SAM,không dây,358.07547169811323,yellow,1013.0098039215686,2299000 
Bàn phím cơ Logitech G613 Wireless,Logitech,EK384,có dây,358.07547169811323,cherry,1013.0098039215686,1749000 
Bàn phím Fuhlen L500S,Fuhlen,EK398,có dây,358.07547169811323,blue,1013.0098039215686,179000 
Bàn phím Razer Cynosa V2,Razer,EK75,có dây,358.07547169811323,brown,1013.0098039215686,1589000 
Bàn phím cơ Logitech G813 LIGHTSYNC RGB Tactile,Logitech,CMK98SAM,có dây,358.07547169811323,red,1013.0098039215686,2999000 
Bàn phím cơ Logitech G813 LIGHTSYNC RGB Clicky,Logitech,EK368L,vừa có dây vừa không dây,358.07547169811323,silver,1013.0098039215686,2999000 
Bàn phím cơ DareU EK810X Optical switch ,DareU,EK398,có dây,358.07547169811323,silver,1013.0098039215686,649000 
,E-DRA,EK87,không dây,358.07547169811323,pink,1013.0098039215686,4589000 
Bàn phím cơ E-DRA EK308 Plus RGB Optical ,E-DRA,EK398,vừa có dây vừa không dây,358.07547169811323,white,1013.0098039215686,1099000 
